Tên SP	Nhà sản xuất	Model	Kết nối	Kích thước	Loại switch	Giá(đ)
Bàn phím Gaming Asus ROG Falchion Ace Wired RGB White 90MP0346-BKUA10	Asus	Asus ROG Falchion Ace White	Có dây	305.79 x 101 x 37.5mm	ROG Nx Blue	2,799,000
Bàn phím cơ AKKO 3087 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3087 (Tenkeyless, 87 keys)	USB Type C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2 / Cream Yellow V3	1,599,000
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan (AKKO switch v3 - Cream Yellow)			USB Type-C to Type-A (dây có thể tháo rời)	333×143.5×32 mm	AKKO switch v3 (Cream Blue / Cream Yellow)	999,000
Bàn phím cơ AKKO ACR Pro Alice Plus - Spray paint White (Hotswap - RGB - AKKO CS switch Crystal)	AKKO	ACRPro-APW-AKKOCS-Crystal	USB (Cáp USB Type-C to Type-A có thể tháo rời)	380 x 150 x 21mm		2,699,000
Bàn phím cơ AKKO 5108S Naraka Blade Point (AKKO cs switch - Silver)	AKKO		USB Type C, có thể tháo rời	442x134x41mm | Trọng lượng 1.5 kg	AKKO CS Switch – Silver	2,099,000
Bàn phím cơ AKKO 3087 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine Red)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)		Tenkeyless, 108 keys	USB Type C, có thể tháo rời		Akko	1,699,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	440 x 140 x 41mm	Akko Switch V3 ( Cream Yellow / Cream Blue )	1,699,000
Bàn Phím Cơ Gaming không dây Asus ROG Strix Scope II 96 Wireless NXSW/US/ABS 90MP037A-BKUA00						3,899,000
Bàn phím Gaming ASUS ROG AZOTH/NXSW/US/PBT/WHT/Trắng _ 90MP031A-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		6,099,000
Bàn phím Gaming ASUS ROG STRIX SCOPE II NX USB/Snow SW/ABS/ĐEN _ 90MP036A-BKUA00						2,699,000
Bàn phím Gaming Asus ROG Azoth NX SM Black _ 90MP031B-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím Gaming ASUS ROG AZOTH NX RED/WL/PBT/OLED-SCR/Trắng _ 90MP0316-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		5,999,000
Bàn phím cơ Asus ROG Falchion Blue switch 90MP01Y2-BKUA00	Asus	ROG Falchion	"USB có dây 
Wireless 2.4GHz"	305x101x38.5 mm	Blue	1,599,000
Bàn phím Gaming Asus ROG Strix Scope II NX SM _ 90MP036B-BKUA00	Asus	"90MP036A-BKUA00 (Snow Switch)
90MP036B-BKUA00 (Storm Switch)"	USB 2.0 (Type-C to Type-A)	436 x 129 x 37mm	Đang cập nhật	3,199,000
Bàn phím game Asus TUF K1 (USB)	Asus			Fullsize	Tactile TUF switch	849,000
Kit bàn phím cơ FLEsport Q75 Crystal Grey (Case, Plate, PCB, LED)						1,249,000
Bàn phím Lecoo KB101 đen (USB)	Lenovo					129,000
Bàn phím cơ gaming có dây Newmen GM328, Purple-White, Blue Switch	Newmen	GM328				529,000
Bàn phím cơ gaming có dây Rapoo V500 Pro Black (Black switch)	Rapoo		Có dây	434mm x 131.1mm x 36.5mm	Blue/Red/Brown/Black	629,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Red switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Blue switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Akko Blue switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Gateron Cap Yellow switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím cơ Logitech G512 Lightsync RGB Linear (USB/GX Red)	Logitech	G512 GX		132 x 445 x 35,5 mm	GX Brown (Tactile)/ GX Red (Linear)	1,949,000
Bàn phím AKKO 3087 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3087 DS Midnight R2 (Akko sw v2)	USB Type-C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2	1,299,000
Bàn phím AKKO 3096 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3096 Midnight (Akko sw)	USB Type C, có thể tháo rời	380 x 132 x 42mm	Akko switch (Blue/Orange/Pink)	1,299,000
Bàn phím Corsair K100 RGB Speed switch (CH-912A014-NA)	Corsair				CHERRY MX Speed	4,999,000
Bàn phím Corsair K100 RGB Optical switch (OPX-RF) (CH-912A01A-NA)	Corsair				Corsair OPX	4,999,000
Bàn Phím Cơ Machenike K500-B61 Wireless White Grey Red Switch Led RGB (Có dây/2.4G Wireless/Bluetooth 5.0)						1,099,000
Bàn phím cơ AULA F99 Đen trắng hồng (3 mode TypeC + 2.4G + Bluetooth, Grey wood v3 switch, led RGB)	AULA			(LxWxH): 390,63 x 146,78 x 42,57 mm	Agile switch	1,689,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)		Tenkeyless, 108 keys	USB Type C, có thể tháo rời		Akko	1,699,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	440 x 140 x 41mm	Akko Switch V3 ( Cream Yellow / Cream Blue )	1,699,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine White)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.5 x 41.8mm	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím Gaming Asus ROG Azoth NX SW _ 90MP031A-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím cơ AKKO 5075B Plus Dragon Ball Super - Goku (AKKO CS switch - Crystal)	AKKO	AKKO 5075B Plus Dragon Ball Super Goku	3 chế độ kết nối: Dây / Bluetooth 5.0 / 2.4GhzNSX khuyến cáo chỉ nên cắm USB receiver 2.4ghz vào cổng USB 2.0 để được tín hiệu không dây tốt nhất.	335 x 146 x 42 mm	AKKO CS Switch – Crystal	2,699,000
Bàn phím cơ AKKO 3087 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3087 (Tenkeyless, 87 keys)	USB Type C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2 / Cream Yellow V3	1,599,000
Bàn phím Gaming Asus ROG Azoth NX SM white _ 90MP031B-BKUA11	Asus	"90MP031B-BKUA11 (NX Snow Switch)
(NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím cơ AKKO 5075B Plus Naruto (AKKO CS switch - Crystal)	AKKO	AKKO 5075B Plus Naruto	3 chế độ kết nối: Dây / Bluetooth 5.0 / 2.4GhzNSX khuyến cáo chỉ nên cắm USB receiver 2.4ghz vào cổng USB 2.0 để được tín hiệu không dây tốt nhất.	335 x 146 x 42 mm	AKKO CS Switch – Crystal	2,699,000
Bàn phím cơ AKKO 3087 RF One Piece - Luffy (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím Gaming Asus ROG FALCHION RX LP RED _ 90MP03EC-BKUA10	Asus	"90MP03ED-BKUA10 (RX Red Switch)
90MP03EC-BKUA10 (RX Blue Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	306 x 110 x 26.5 mm	Đang cập nhật	3,799,000
Bàn phím cơ AKKO 3087 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím cơ AKKO 3098 RF Dracula Castle (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz	382 x 134 x 40 mm	Akko switch v3 (Cream Blue Pro/ Cream Yellow Pro)	1,599,000
Bàn phím Gaming Asus ROG FALCHION RX LP BLUE _ 90MP03ED-BKUA10	Asus	"90MP03ED-BKUA10 (RX Red Switch)
90MP03EC-BKUA10 (RX Blue Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	306 x 110 x 26.5 mm	Đang cập nhật	3,799,000
Bàn phím cơ AKKO 3108 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Yellow)		Tenkeyless, 108 keys	USB Type C, có thể tháo rời		Akko	1,699,000
Bàn phím không dây Asus ROG Falchion NX Red sw (USB/RGB)	ASUS			305 X 101 X 38.5 mm	ROG NX Mechanical	3,499,000
Bàn Phím Cơ Gaming không dây Asus ROG Strix Scope II 96 Wireless NXSW/US/ABS 90MP037A-BKUA00						3,899,000
Bàn phím Gaming ASUS ROG AZOTH/NXSW/US/PBT/WHT/Trắng _ 90MP031A-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		6,099,000
Bàn phím Gaming ASUS ROG STRIX SCOPE II NX USB/Snow SW/ABS/ĐEN _ 90MP036A-BKUA00						2,699,000
Bàn phím Gaming Asus ROG Azoth NX SM Black _ 90MP031B-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím Gaming ASUS ROG AZOTH NX RED/WL/PBT/OLED-SCR/Trắng _ 90MP0316-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		5,999,000
Bàn phím cơ Asus ROG Falchion Blue switch 90MP01Y2-BKUA00	Asus	ROG Falchion	"USB có dây 
Wireless 2.4GHz"	305x101x38.5 mm	Blue	1,599,000
Bàn phím Gaming Asus ROG Strix Scope II NX SM _ 90MP036B-BKUA00	Asus	"90MP036A-BKUA00 (Snow Switch)
90MP036B-BKUA00 (Storm Switch)"	USB 2.0 (Type-C to Type-A)	436 x 129 x 37mm	Đang cập nhật	3,199,000
Bàn phím game Asus TUF K1 (USB)	Asus			Fullsize	Tactile TUF switch	849,000
Kit bàn phím cơ FLEsport Q75 Crystal Grey (Case, Plate, PCB, LED)						1,249,000
Bàn phím Lecoo KB101 đen (USB)	Lenovo					129,000
Bàn phím cơ gaming có dây Newmen GM328, Purple-White, Blue Switch	Newmen	GM328				529,000
Bàn phím cơ gaming có dây Rapoo V500 Pro Black (Black switch)	Rapoo		Có dây	434mm x 131.1mm x 36.5mm	Blue/Red/Brown/Black	629,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Red switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Blue switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Akko Blue switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Gateron Cap Yellow switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím cơ Logitech G512 Lightsync RGB Linear (USB/GX Red)	Logitech	G512 GX		132 x 445 x 35,5 mm	GX Brown (Tactile)/ GX Red (Linear)	1,949,000
Bàn phím AKKO 3087 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3087 DS Midnight R2 (Akko sw v2)	USB Type-C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2	1,299,000
Bàn phím AKKO 3096 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3096 Midnight (Akko sw)	USB Type C, có thể tháo rời	380 x 132 x 42mm	Akko switch (Blue/Orange/Pink)	1,299,000
Bàn phím Corsair K100 RGB Speed switch (CH-912A014-NA)	Corsair				CHERRY MX Speed	4,999,000
Bàn phím Corsair K100 RGB Optical switch (OPX-RF) (CH-912A01A-NA)	Corsair				Corsair OPX	4,999,000
Bàn Phím Cơ Machenike K500-B61 Wireless White Grey Red Switch Led RGB (Có dây/2.4G Wireless/Bluetooth 5.0)						1,099,000
Bàn phím cơ AULA F99 Đen trắng hồng (3 mode TypeC + 2.4G + Bluetooth, Grey wood v3 switch, led RGB)	AULA			(LxWxH): 390,63 x 146,78 x 42,57 mm	Agile switch	1,689,000
Bàn phím cơ AKKO ACR Pro Alice Plus - Spray paint White (Hotswap - RGB - AKKO CS switch Crystal)	AKKO	ACRPro-APW-AKKOCS-Crystal	USB (Cáp USB Type-C to Type-A có thể tháo rời)	380 x 150 x 21mm		2,699,000
Bàn phím cơ AKKO 5108S Naraka Blade Point (AKKO cs switch - Silver)	AKKO		USB Type C, có thể tháo rời	442x134x41mm | Trọng lượng 1.5 kg	AKKO CS Switch – Silver	2,099,000
Bàn phím cơ AKKO 3087 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine Red)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)		Tenkeyless, 108 keys	USB Type C, có thể tháo rời		Akko	1,699,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	440 x 140 x 41mm	Akko Switch V3 ( Cream Yellow / Cream Blue )	1,699,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine White)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.5 x 41.8mm	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím Gaming Asus ROG Azoth NX SW _ 90MP031A-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím cơ AKKO 5075B Plus Dragon Ball Super - Goku (AKKO CS switch - Crystal)	AKKO	AKKO 5075B Plus Dragon Ball Super Goku	3 chế độ kết nối: Dây / Bluetooth 5.0 / 2.4GhzNSX khuyến cáo chỉ nên cắm USB receiver 2.4ghz vào cổng USB 2.0 để được tín hiệu không dây tốt nhất.	335 x 146 x 42 mm	AKKO CS Switch – Crystal	2,699,000
Bàn phím cơ AKKO 3087 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3087 (Tenkeyless, 87 keys)	USB Type C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2 / Cream Yellow V3	1,599,000
Bàn phím Gaming Asus ROG Azoth NX SM white _ 90MP031B-BKUA11	Asus	"90MP031B-BKUA11 (NX Snow Switch)
(NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím cơ AKKO 5075B Plus Naruto (AKKO CS switch - Crystal)	AKKO	AKKO 5075B Plus Naruto	3 chế độ kết nối: Dây / Bluetooth 5.0 / 2.4GhzNSX khuyến cáo chỉ nên cắm USB receiver 2.4ghz vào cổng USB 2.0 để được tín hiệu không dây tốt nhất.	335 x 146 x 42 mm	AKKO CS Switch – Crystal	2,699,000
Bàn phím cơ AKKO 3087 RF One Piece - Luffy (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím Gaming Asus ROG FALCHION RX LP RED _ 90MP03EC-BKUA10	Asus	"90MP03ED-BKUA10 (RX Red Switch)
90MP03EC-BKUA10 (RX Blue Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	306 x 110 x 26.5 mm	Đang cập nhật	3,799,000
Bàn phím cơ AKKO 3087 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn Phím Cơ Gaming không dây Asus ROG Strix Scope II 96 Wireless NXSW/US/ABS 90MP037A-BKUA00						3,899,000
Bàn phím Gaming ASUS ROG STRIX SCOPE II NX USB/Snow SW/ABS/ĐEN _ 90MP036A-BKUA00						2,699,000
Bàn phím Gaming ASUS ROG AZOTH/NXSW/US/PBT/WHT/Trắng _ 90MP031A-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		6,099,000
Bàn phím Gaming Asus ROG Azoth NX SM Black _ 90MP031B-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
Bàn phím Gaming ASUS ROG AZOTH NX RED/WL/PBT/OLED-SCR/Trắng _ 90MP0316-BKUA11			USB 2.0 (TypeC sang TypeA)	326 x 136 x 40 mm		5,999,000
Bàn phím cơ Asus ROG Falchion Blue switch 90MP01Y2-BKUA00	Asus	ROG Falchion	"USB có dây 
Wireless 2.4GHz"	305x101x38.5 mm	Blue	1,599,000
Bàn phím Gaming Asus ROG Strix Scope II NX SM _ 90MP036B-BKUA00	Asus	"90MP036A-BKUA00 (Snow Switch)
90MP036B-BKUA00 (Storm Switch)"	USB 2.0 (Type-C to Type-A)	436 x 129 x 37mm	Đang cập nhật	3,199,000
Bàn phím game Asus TUF K1 (USB)	Asus			Fullsize	Tactile TUF switch	849,000
Kit bàn phím cơ FLEsport Q75 Crystal Grey (Case, Plate, PCB, LED)						1,249,000
Bàn phím Lecoo KB101 đen (USB)	Lenovo					129,000
Bàn phím cơ gaming có dây Newmen GM328, Purple-White, Blue Switch	Newmen	GM328				529,000
Bàn phím cơ gaming có dây Rapoo V500 Pro Black (Black switch)	Rapoo		Có dây	434mm x 131.1mm x 36.5mm	Blue/Red/Brown/Black	629,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Red switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3108s RGB pro - Pink (Cherry Blue switch _ Cũ đẹp 99%)			USB	442 x 140 x 40mm	Cherry Switch	1,429,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Akko Blue switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím AKKO 3098 DS Matcha Red Bean (Gateron Cap Yellow switch _ Cũ đẹp 99%)	Akko	3098 DS Matcha Red Bean	Có dây	382 x 134 x 40 (mm)	Akko Switch v2	1,399,000
Bàn phím cơ Logitech G512 Lightsync RGB Linear (USB/GX Red)	Logitech	G512 GX		132 x 445 x 35,5 mm	GX Brown (Tactile)/ GX Red (Linear)	1,949,000
Bàn phím AKKO 3087 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3087 DS Midnight R2 (Akko sw v2)	USB Type-C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2	1,299,000
Bàn phím AKKO 3096 DS Midnight (Cherry Blue switch _ Cũ đẹp 99%)	Akko	AKKO 3096 Midnight (Akko sw)	USB Type C, có thể tháo rời	380 x 132 x 42mm	Akko switch (Blue/Orange/Pink)	1,299,000
Bàn phím Corsair K100 RGB Speed switch (CH-912A014-NA)	Corsair				CHERRY MX Speed	4,999,000
Bàn phím Corsair K100 RGB Optical switch (OPX-RF) (CH-912A01A-NA)	Corsair				Corsair OPX	4,999,000
Bàn Phím Cơ Machenike K500-B61 Wireless White Grey Red Switch Led RGB (Có dây/2.4G Wireless/Bluetooth 5.0)						1,099,000
Bàn phím cơ AULA F99 Đen trắng hồng (3 mode TypeC + 2.4G + Bluetooth, Grey wood v3 switch, led RGB)	AULA			(LxWxH): 390,63 x 146,78 x 42,57 mm	Agile switch	1,689,000
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan (AKKO switch v3 - Cream Blue)			USB Type-C to Type-A (dây có thể tháo rời)	333×143.5×32 mm	AKKO switch v3 (Cream Blue / Cream Yellow)	999,000
Bàn phím Gaming Asus ROG Falchion Ace Wired RGB White 90MP0346-BKUA10	Asus	Asus ROG Falchion Ace White	Có dây	305.79 x 101 x 37.5mm	ROG Nx Blue	2,799,000
Bàn phím cơ AKKO 3087 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3087 (Tenkeyless, 87 keys)	USB Type C, có thể tháo rời	360 x 140 x 40mm	Akko switch (Blue/Orange/Pink) v2 / Cream Yellow V3	1,599,000
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan (AKKO switch v3 - Cream Yellow)			USB Type-C to Type-A (dây có thể tháo rời)	333×143.5×32 mm	AKKO switch v3 (Cream Blue / Cream Yellow)	999,000
Bàn phím cơ AKKO ACR Pro Alice Plus - Spray paint White (Hotswap - RGB - AKKO CS switch Crystal)	AKKO	ACRPro-APW-AKKOCS-Crystal	USB (Cáp USB Type-C to Type-A có thể tháo rời)	380 x 150 x 21mm		2,699,000
Bàn phím cơ AKKO 5108S Naraka Blade Point (AKKO cs switch - Silver)	AKKO		USB Type C, có thể tháo rời	442x134x41mm | Trọng lượng 1.5 kg	AKKO CS Switch – Silver	2,099,000
Bàn phím cơ AKKO 3087 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	360 x 140 x 40mm		1,599,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine Red)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Yellow)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF Dragon Ball Z - Goku (AKKO switch v3 - Cream Blue)		Tenkeyless, 108 keys	USB Type C, có thể tháo rời		Akko	1,699,000
Bàn phím cơ AKKO 3108 RF World Tour Tokyo (AKKO switch v3 - Cream Blue)		3108 (Fullsize, 108 keys)	USB Type C, có thể tháo rời	440 x 140 x 40mm | Trọng lượng ~ 1.2 kg	Akko switch (Blue/Orange/Pink) v2	1,699,000
Bàn phím cơ AKKO 3108 RF One Piece - Luffy (AKKO switch v3 - Cream Yellow)	Akko		USB Type-C to Type-A (dây có thể tháo rời) hoặc không dây 2.4Ghz (sử dụng pin AAA)	440 x 140 x 41mm	Akko Switch V3 ( Cream Yellow / Cream Blue )	1,699,000
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana (AKKO CS switch - Wine White)			USB Type-C to Type-A (dây có thể tháo rời)	445.5 x 137.5 x 41.8mm	AKKO CS switch (Wine White / Wine Red) và AKKO v3 stab đã được lube và tinh chỉnh sẵn	999,000
Bàn phím Gaming Asus ROG Azoth NX SW _ 90MP031A-BKUA01	Asus	"90MP031B-BKUA01 (NX Snow Switch)
90MP031A-BKUA01 (NX Storm Switch)"	"USB 2.0 (TypeC to TypeA)
Bluetooth 5.1
RF 2.4GHz"	326 x 136 x 40 mm	Đang cập nhật	5,999,000
